display_name,url,contact_url,evidence,source_url,company_name,fetch
セラタ,https://www.serata.co.jp/,https://www.serata.co.jp/contact/,商品を陳列するための各種パーツを店舗設計、施工のノウハウより生まれた専門パーツは商品より「美しく」「整理された」を店員様の目線より「使いやすく」「簡単」「安全」な製品をご提案。売場に差をつける金物類【NEXT】アルミ壁面パネル【HOOKPANEL・HOOKLINE】【樹脂製プライスレール【POPレール】棚下照明、面発光サイン【LEDシリーズ】の売場に合わせた,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24917/,株式会社セラタ・有限会社イチオカ,ok
セルテック,https://www.sell-tech.co.jp/,https://www.sell-tech.co.jp/contact.html,特殊LEDサイン(エコライモ)と薄型導光板特殊パネル(エーパネル)を展開。 エコライモの発光パターンは正面発光から裏面発光など数種類あり、 発光色は白色から電球色まで豊富に展示。 また薄型サインエーパネルは、 多くのご来場者様の目に留まる薄さ、厚み6㎜を実現。 またエーパネルのソーラー蓄電システムが登場。ぜひブースまでご来場ください。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24728/,,ok
タカショー,http://ledius.jp/,,『非住宅ファサード外観提案』として、木目調、金属調等の情緒性アルミ材「エバーアートウッド」や、屋内・屋外用化粧建材ボード「エバーアートボード」提案をはじめ、人工木材デッキ、大判タイル、屋外用ファニチャー等や、訴求力を高める提案サポート&業務支援ツールの『DX提案』を行います。建築外装ルーバー材、屋外用照明等、施設向け景観・建築内外装材からガーデン・エクステリ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24883/,,ok
タカショーデジテック,https://takasho-digitec.jp/,https://takasho-digitec.jp/contact_showroom/,ライトはただ明るく照らすだけの道具から、演出により人の心に安らぎを与えられるツールへと変化へ。 自然界の心地よいリズムを再現する「1/fゆらぎモジュール」や存在感のある光のラインを自在に描く全周発光チューブ「TUBE360」。環境に配慮したリサイクルアクリルを用いたLEDのネオンアートなど商業施設や店舗のアイキャッチとして、またデザイナーの感性を刺激する「ひ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25869/,株式会社タカショーデジテック,ok
ダイカン,https://www.daikan.ne.jp/,https://www.daikan.ne.jp/contact/,日本的な空間概念である「余白」や「間」に立ち返り、サインを“見るもの”から“自然に感じてしまうもの”へと拡張する体験を提案する。天井にはルミチューブによる動的照明を施し、波紋のような光で人の流れを柔らかく導く。壁面ではパーパスを映像化したマッピングサインを展開し、思想や姿勢を空間の気配として伝える。さらに、アーティフィシャルフラワーやビオトープ映像、香りを重,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25103/,株式会社ダイカン,ok
ツジマキ,https://tsujimaki.net/,https://tsujimaki.net/contact/,創業110年のツジマキは、シルクスクリーン印刷をはじめ、UVインクジェット、レーザーマーキング、デジタルカッティングなど多様な加工技術を駆使し、多品種・小ロット・短納期に対応。空間演出や什器印刷のソリューションを提案する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24316/,,ok
テス・ライティング,https://www.tes-lighting.co.jp/,https://www.tes-lighting.co.jp/contact/,多彩なラインナップを誇る間接照明や棚下照明、店舗や旅館、ホテルなどに最適な照明器具をラインナップしている。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25194/,テス・ライティング株式会社,ok
テックブラスト,http://www.tecblast.co.jp/,,ブラスト処理による美装梨地仕上げを中心に、建材・装飾材を展示。ブラスト受託加工専門会社となっており、お客様のブラスト処理ご要望に合わせ、多種多様なメディアによる表面処理が可能である。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25234/,,ok
トミタ,https://www.tominet.co.jp/,,桐・楮・金銀箔を用い、伝統的な職人技と革新的な手法によってつくり上げられた壁装材を、立体構成で新たな魅力を表現します。和紙壁紙は環境に優しく、持続可能な素材です。金銀箔壁紙は時を重ねることで美しさを深めます。積層構成は、素材と技が受け継がれてきた時間の重なりを、浮遊構成は、伝統が未来へと広がる可能性を象徴しています。和紙と金銀箔の素材や質感が、空間と呼応しな,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25787/,株式会社トミタ,ok
トライテラス,https://www.triterasu.co.jp/,https://www.triterasu.co.jp/information/#information-post-id-681,アパレルショップ等で、太陽光でないために色の検討に苦労した経験はないだろうか。今回展示する「太陽光LED」は、太陽とほぼ同じ波長を持ち、室内で「太陽の下」の感覚を実現する。木の温かみや肌の血色など、素材本来の表情を引き出すこの光は、建築における新たな環境価値となるだろう。シンプルながら空間の在り方を変えるこの光の質と、未来の商空間の可能性を、ぜひ実際の展示で,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25809/,,ok
トーシンコーポレーション,https://www.toshin-grc.co.jp/,https://www.toshin-grc.co.jp/contact/catalog-form/,ミズシマ工業と共同開発をしたストリートファニチャー、コネクトベンチを展示いたします。 シートユニット、脚部ユニットを組み合わせ自由につなげるコトができる屋外用ベンチの販売を昨年4月にスタートしました、今回展示ブースには実機やミニチュアサンプルをご用意しております、是非この機会に商品に触れてみてください。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25135/,トーシンコーポレーションとフクビ化学工業株式会社,ok
トージ工芸,https://www.tojikogei.com/,https://www.tojikogei.com/contact,オーダーメイドのサイン/表札の加工サンプルや実績を紹介する。 ステンレスや鉄などの金属をはじめ、アクリル等の樹脂や木材、看板材など、多様な素材での加工に対応。 サイン関連業、建設業、デザイン業、一般企業など業種を問わず、また個人からの依頼にも1点から製作を受け付けている。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24750/,株式会社トージ工芸,ok
ナカザワ,https://nakazawa.ne.jp/,,装飾性と施工性を両立する戸建て用のオープン階段手摺りや石膏ボードにピンだけで取り付け可能な家具、雑貨類。いずれも主張が強いデザインで魅せるインテリア空間を狙った新商品。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25048/,,ReadTimeout
ニチエ,https://www.nitie.co.jp/,https://www.nitie.co.jp/contact/,商業施設・アミューズメントで使用できるだけでなく、駅ナカなど限られたスペースでのイベント時に使用できる電飾LEDシリコンエッジグラフィックの提案。 フレームはバッグ1つにまとめられ持ち運び・設置が簡単。それに合わせたシリコンエッジグラフィックを架空のイベントとして展示。 その他、イベントなどで活用できるアイテムとして低発泡塩ビボード、ボードフィルム、ミラーフ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24748/,ニチエ株式会社,ok
ニチレイマグネット,https://www.nichilaymagnet.co.jp/,https://www.nichilaymagnet.co.jp/inquiry/,商業施設、学校、オフィス、テナント、マンション、戸建て住宅等で使用できるマグネット及びスチール(鉄系)の内装壁装材と、その壁面に設置するインテリアオプションを多数展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25128/,,ok
ニッシントーア・岩尾,https://www.nisshintoaiwao.co.jp:443/index.html,https://www.nisshintoaiwao.co.jp:443/nti/contact/index.html,商業施設・企業・公共空間・工場など幅広いシーンに対応し、販促・情報共有・ブランディングまでトータルにサポート。機器選定から運用までワンストップで対応。 会場では実機展示と活用事例をご紹介。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25808/,ニッシントーア・岩尾株式会社,ok
ハーベスト,https://www.harvest-1989.co.jp/,https://www.harvest-1989.co.jp/contact-form/,ハーベストは商業施設・店舗・オフィス空間向けに、特注・オーダーメイドの装飾金物・金物什器を手がける金属加工メーカー。本展示では、空間価値を高める特注金物の表現力と、オーダーメイドだからこそのものづくりの広がりを、製作事例を交え紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25027/,株式会社,ok
パティナギャラリー,https://patina-g.com/,https://patina-g.com/pages/contact,風で動くアート作品「パティナウィンド」の展示。 普段目に見えない「風」という自然のエネルギーを動きとして視覚化している。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24533/,パティナギャラリー株式会社,ok
フィッツコーポレーション,https://www.fits-japan.com/,,業務用アロマディフューザー「Laaveen」は、香水事業30年の実績を持つフィッツコーポレーションが提供する空間アロマのサブスクリプションサービスである。五つ星ホテルでも採用される高品質な香りを月額制で手軽に導入でき、初期費用不要・30日間無料トライアル付きで安心である。オフィス、ホテル、サウナ、クリニックなど幅広い業種で空間演出効果を発揮し、顧客満足度向上,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25468/,株式会社フィッツコーポレーション,ok
フジタ,https://www.fujitanet.co.jp/,https://www.fujitanet.co.jp/contact/catalog,新総合カタログVOL.19を配布。 新商品をはじめ、公共・医療・教育・商業施設などにあったサインを展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25133/,株式会社フジタ,ok
フマキラー,https://www.fumakilla.co.jp/,https://www.fumakilla.co.jp/contact/,店舗の防虫対策、衛生管理をお手伝いする商品を展示。 商品、サービスの品質管理、店内環境の向上に貢献。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24773/,フマキラー株式会社,ok
ベクターワークスジャパン,https://www.vectorworks.net/ja-JP,https://www.vectorworks.net/ja-JP/company/contacts,2D作図から3Dモデリング、BIMまで対応する多機能な汎用CADソフト Vectorworksを紹介する。ブースでは最新バージョン Vectorworks 2026の新機能を実機で体験できる。操作体験とショートデモンストレーションを通じ、CADソフトをお探しの来場者様やVectorworksユーザー様に効率的なデザイン設計を支援する具体的な活用方法を提案する,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25071/,ベクターワークスジャパン株式会社,ok
ベルク,https://belk.jp/,https://belk.jp/catalogform/,サインディスプレイ商品の「アルモード」は、新しいデザインをテーマにしたスタンドの新商品を展示。フェイクグリーンを使った装飾品シリーズ「グリーンモード」は、多彩なスタイルの「人工樹木」と、スチール壁にカンタン取付できる「マグネットグリーン」を展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25200/,株式会社ベルクは,ok
ホワイトハウス,https://shoka-stick.jp/,https://shoka-stick.jp/#contact,新しい時代の消火具「FSSファイヤーショーカスティック」は、従来の消火器が5㎏で噴射時間が15秒なのに対し、重さはわずか365グラムで噴射時間は100秒も持続するのだ!しかも無色無臭のため、消火後に辺り一面真っ白になることもない。 ご家庭の火災からオフィスやガレージ、工場から自動車火災まであらゆる火災に対応可能である。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25934/,,ok
ボックス・ワン,https://box1.co.jp/,https://box1.co.jp/contact/,メイン商材であるオクタノルムシステムを使用したブースを展示致します。 今後の環境問題に対応できる3R(Reduce・Reuse・Recycle)を基軸とした展示会システムの案内を展開してまいります。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24992/,株式会社ボックス・ワン,ok
マストレ,https://masstrading.jp/,https://masstrading.jp/pages/contact,意匠性の高い国産の金属加工製品、輸入照明、オブジェ等の商空間において他にないオリジナル製品を多く展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25166/,運営部署株式会社,ok
ミヅシマ工業,https://connect-bench.com/,https://connect-bench.com/#contact,昨年発売したCONNECT BENCH(コネクトベンチ)を展示。6つのユニットで自由に組み合わせ、様々な空間にコネクトできる新しいコンセプトのベンチ。出展は共同開発したトーシンコーポレーションとの合同出展となる。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25158/,ミヅシマ工業株式会社,ok
ミマキエンジニアリング,https://japan.mimaki.com/,https://japan.mimaki.com/inquiry/,最新インクジェットプリンタとカッティングプロッタによる高付加価値ソリューション提案及び省人化提案を行う。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25675/,株式会社ミマキエンジニアリング,ok
ムラコシ精工,https://www.murakoshiseikou.com/,,住宅で培った技術力/信頼性を商空間/共用スペース/施設への展開を表現する、シンプルで機能が存分に伝わりやすい展示。 シャープなものが多いなか、ブースには曲面をつかい、柔らかさを表現、商品が様々な用途に対応することを表現している。色は白を基調に木目とコーポレートカラーのグリーンをシンプルに配置している。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24635/,,ok
メイク,https://www.sundays-design.jp/,https://www.sundays-design.jp/contact/,ノルウェーのSUNDAYS(サンデイズ)社は、船舶用のクッションやシートに長く携わり、耐候性、耐久性に優れた品質を誇るガーデンファニチャーのブランド。100%ノルウェーで生産・製造されており、シンプルで洗練されたデザインと専門技術が融合したSUNDAYSは世界各国で愛されている。ソファーセットやダイニングテーブルなどを展示予定。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25031/,,ok
メインマーク,https://mainmark.co.jp/common/privacy,https://mainmark.co.jp/form/contact,①見えない床下を可視化する調査 ②床の傾き・沈下・段差を短工期で修正する特許工法の「テラテック工法」 をご紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24872/,メインマーク株式会社,ok
モザイクジャパン,https://www.tile-deco.com/,https://www.tile-deco.com/問合せ,モザイクジャパンは「世の中に無いモノづくり」をテーマに、モザイク、タイル、石材、金属、レンガ、ガラスなどのオリジナル建材の開発と販売をしている。 ・GEMM GLASS ・Ti-Fit PANEL ・D-BOX GLASS ・D-BOX STONE ・3D ECO BLOCK ・3D ECO FURNITURE ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24908/,株式会社モザイクジャパンは,ok
モス山形,http://mos-yamagata.com/,https://mos-yamagata.com/inquiry/,コケ植物は乾燥に強く土壌を必要としないことから省管理で軽量(薄層)な緑化資材で、既存の建物の緑化が期待できる。雨水が当たる場所であれば灌水も必要なく、屋上・屋根・壁面の緑化が可能である。また、コケ緑化は工場立地法の緑化面積として認められており、敷地を有効活用できる。近年、コケ植物は装飾に利用されており、用途が広がっている。コケの特性を活かした、デザイン、製品,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25290/,会社名株式会社,ok
モトヒロ,https://www.mohi.co.jp/,,商業施設・店舗向けに運用コストを大幅削減できる、複数端末一括管理対応型次世代ECOポスター(電源不要の液晶式ポスター)を紹介。広告掲示の常識を刷新する本ソリューションを、現場にて実機を用いて詳細展示する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25093/,株式会社モトヒロ,ok
モメンタムファクトリー Orii,https://www.mf-orii.co.jp/,https://www.mf-orii.co.jp/contact/,伝統的な着色技法を応用し鮮やかに発色された銅/真鍮板を、建材・アートパネル・サイン・インテリア用品として提案。 「着色」とは塗装とは異なり、銅/真鍮を化学反応により発色させる技術である。 1点ずつ職人の手作業によって着色された製品はそれぞれに個性を持ち、唯一無二の仕上がりとなる。 モメンタムファクトリー・Oriiでは日々、色彩の可能性を追求している。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24970/,会社名有限会社,ok
ヤマテー,https://www.yamatei.biz/,,株式会社ヤマテーの展示ブースでは、海外より厳選した高品質なプランターやアウトドアファニチャーを多数展示している。デザイン性と実用性を兼ね備えた製品は、商業施設や住宅空間をより魅力的に演出する。空間づくりの参考として、ぜひ会場で体感されたい。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24492/,,ok
ユニティ,https://www.lighting-unity.co.jp/,https://www.lighting-unity.co.jp/contact,店舗照明のユニティがメーカー協力のもと、最新LED照明をご紹介。テーマは2027年問題を見据えた、照明の【リニューアル】。 会場では、店舗照明の更新・改修に適した多様なラインアップや、意匠照明を取り入れた空間演出を、実機や事例も見ながら体感可能。 ユニティとしては、照明プランから電気工事、メンテナンス、リース・レンタルまで一貫して対応できる、照明総合商社なら,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25196/,株式会社ユニティが,ok
ラソス,https://lazos-lighting.com/,https://lazos-lighting.com/contact/,特注照明を製造するメーカー。1台からでも特注制作可能。店舗用照明から大型施設用の特注照明まで「設計～生産～納品」すべてを当社で行うことにより、低価格での提供が実現。クリスタルガラスのシャンデリアはもとより、モダンデザインの照明、アーティスティックなオブジェ型照明も対応可能。空間にあった照明設計をご提案。照明のことならぜひラソスにお任せください。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24901/,株式会社ラソス,ok
ルネセイコウ,https://runeseikou.com/,https://runeseikou.com/?page_id=12898,慢性的な人材不足で一人当りの業務負担が大きい 店舗販売員の多機能サポートチェア ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25461/,会社名有限会社,ok
レザック,http://www.laserck.com/,http://www.laserck.com/contact.html,高速・高精度・高機能カッティングマシーンZUNDシリーズを出展する。 店舗什器、ディスプレイに限らず幅広い業界で活躍するZUNDシリーズの実演を行う。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25844/,,ok
レドバンスジャパン,https://www.ledvance.com/ja-jp,https://www.ledvance.com/ja-jp/kaisha/ledvance-ni-tsuite/sesshoku,LEDVANCEはドイツに本社を置く照明メーカーであり、世界トップレベルのLEDチップ技術を核に素材から製品までを一貫提供するワンストップ体制を確立している。この体制により高い技術力、価格競争力、そして優れた品質を実現する。2024年に日本法人を設立し、JapanShopではe-sports向けMagic Lamp、太陽光システム、LEDビジョン事業の製品を,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24879/,レドバンスジャパン株式会社,ok
ロッテケミカルジャパン,https://staron.jp/,https://staron.jp/marblecontact/,人工大理石スタロンを展示します。スタロンは中心につなぎ目のない曲面加工ができ、 メンテナンスが容易で創意的なデザイン演出が可能です。シリーズは高透明チップのテンペストと天然の模様そのままの自然さが特徴のシュプリームを用意。それぞれ特徴・機能を兼ね備え、オフィス、医療・教育施設、ホテル・旅館、公共・商業施設、個人住宅と様々な場所で使用可能です。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25948/,ロッテケミカルジャパン株式会社,ok
ワイ・エス・エム,https://k-ysm.co.jp/,https://k-ysm.co.jp/contact/,マンションやオフィス、高級列車などの特注照明で培った技術を背景に、Y.S.Mは2017年、「ひととき」をつくる光をコンセプトとした一般向けブランドY.S.M PRODUCTSを立ち上げた。板金という金属加工技術とLEDを融合し、職人の手仕事によってのみ生まれる唯一無二の照明を生み出している。空間を彩る新たな光のあり方を提案するものである。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25870/,会社名株式会社,ok
ワヨ―,https://www.wayo.co.jp/,https://www.wayo.co.jp/contact/,"自立式、5分で設置できる折りたたみ式LEDモニター「風帆(ふうはん)」 W1,000×H2,530のLEDモニターが、トラス施工不要、当日設置で利用可能。 短期間の展示に最適なLEDパネルの動画モニター。 無制限に横へ連結が可能。(4枚で16:9、181インチの大迫力画面に) ",https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25553/,ワヨー株式会社,ok
ワーロン,https://www.warlon.co.jp/,https://www.warlon.co.jp/contact/,【上質な空間創りに新柄追加:和紙入り強化樹脂板 ワーロンシート/ワーロンプレート 】 和紙ー日本らしさを感じさせたい時、空間の光を和らげたい時のどちらの要望にも応えられる素材。和紙だけではできない表現が可能な和紙入り強化樹脂板に、多種多様な空間に対応可能な5柄を新規追加。「日本発の心地よさと上質な空間」を演出する、意匠性と機能性を両立させたインテリア素材を提,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25054/,株式会社ワーロン,ok
ヴィオーラ,https://violainc.co.jp/,https://violainc.co.jp/contact/,LED店舗装飾品、空間演出ツール・LEDサイン等のアイテムを展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25287/,株式会社ヴィオーラ,ok
中井産業,https://kitote.jp/,http://kitote.jp/information/?p=9,世界3地域でデザイン賞を獲得した障子ブランド「KITOTE」を出展。 今回は人気の高いデザインの引違い障子と、障子の新しいカタチ「AIR SHOJI」を展示する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25666/,中井産業株式会社,ok
中日ステンドアート,https://www.studio-csa.com/,https://www.studio-csa.com/contact,オーダーメイドに特化したアートグラスメーカー。 オリジナルのアートや事例、サンプルを展示する。 その他2023年に立ち上げたブランド「装飾ガラスデザイン研究所」にてリリースした食べられないガラスの和菓子「画餅」、湖の自然な表情を閉じ込めた「ON THE LAKE」、廃材ガラスを活用したテラゾー「RURI to ISHI」を展示する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24842/,社名株式会社,ok
中発販売,https://www.chuhan.co.jp/,https://www.chuhan.co.jp/contact/,人流整理や誘導に活躍する、業界最長6mのベルトパーテーション「BELPA(ベルパ)」シリーズを展示。本体に黒色塗装を施した「BELPA BLACK」を初出品し、透明ポールに展示物を入れて大きな宣伝効果が得られる「BELPA CLEAR」を参考出品する。店舗内での簡易的な仕切りに便利な自動巻取式「バリアリール」や、プラチェーンを本体ポールに内蔵した「バリネオシ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24772/,中発販売株式会社,ok
京洛工芸,https://www.kyoraku-kougei.com/,https://kyoraku-kougei.com/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,京都の伝統工芸・西陣織の技術を活かし、高級家具、調度品、建築内装材、記念品を製作。金糸・金箔・銀箔に加え、木象嵌、金属象嵌、螺鈿象嵌などの加飾を施し、優雅で品格ある仕上がりを追求している。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25485/,京洛工芸株式会社,ok
光洋製瓦,https://koyoibushi.jp/,https://koyoibushi.jp/contact/,日本伝統いぶし瓦を使用したインテリア壁材・床材。良質の粘土を酸化焼成した後、還元燻化で焼き上げた光洋窯のいぶし瓦は、その強度と美しさにおいて全国でも類を見ないほどの逸品と評価されつづけてきた。世界文化遺産「姫路城」の屋根瓦も手掛けている。伝統的な屋根瓦と同製法のインテリア素材。自然素材であるいぶし瓦の強くて美しい風合いを、空間のアクセントとして、建物全体を包,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25114/,光洋製瓦株式会社,ok
共和成産,http://www.kyowa-seisan.co.jp/,http://www.kyowa-seisan.co.jp/contactus.html,店舗用の不燃化粧材を中心に木質系建材を展示。従来の不燃ピールドボードを始めレーザーマシンを使用したパーティション、洗練された様々なデザインの建材を展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24454/,,ok
共和鋼業,https://kyowakogyo.net/,https://kyowakogyo.net/contact/,デザイナー落合守征氏と屋外でフェンスなど「守る」「仕切る」ものとして使用されている「ひし形金網」を用いて、茶室空間を再構築し、その潜在的な表現力を再定義する。茶室は「囲い」としての閉じられた小宇宙から出発したが、その原初的な概念を継承しつつ、ひし形金網の特徴を活かし「金網の間」として、静寂と動的な視覚体験を共存させ、人々の創造性と感性を解き放つ空間装置として,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25214/,共和鋼業株式会社,ok
共成商事,https://www.tomonarishoji.com/about/,https://www.tomonarishoji.com/contact/,空気清浄機付きのシーリングファンライトを展示する。照明に空気清浄機を融合させた革新的プロダクトである。部屋の隅々まで澄んだ空気を届ける。場所を取らず、インテリアを邪魔しない。機能性と美学が融合した、次世代の家電の姿である。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25779/,共成商事株式会社,ok
共臨社,https://kyorinsha-ws.jp/,https://kyorinsha-ws.jp/contact/,木製品工場とスチール製品工場を併せ持ち、家具づくり72年の高い技術と豊富な経験で、店舗什器・オフィス家具を中心に事業を展開。「共臨社エクスプレス」は、共臨社が工場直販により国産の底力を世に示す為に生み出されたブランドで、品質の良さとコストパフォーマンスが特長。設計から生産まで自社工場で行っているため、お客様のイメージや用途に合わせた色・サイズ・素材など、柔軟,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24906/,,ok
加地織物,https://kyo-go.com/,https://kyo-go.com/contact,150年以上も非常に繊細で細かな表現が要求される伝統的な宗教に纏わる織物を織ってきた加地織物が、自然界の恵みである「雲・雨・水のフロー」を表現したグラフィックデザインを「タペストリー」「ソファ張地」「アクセントラグ」の異なるアイテムを大胆に横断する展示をいたします。続き柄をアイテムによって織り方を変化させつつ、表現の幅と奥行きを存分に生地に込めました。難易度,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25755/,,ok
加栄レース,https://tricolum.jp/ja/password,,日本有数の生地産地 群馬県桐生市にある加栄レースが「光を編む」をコンセプトに開発した唯一無二のラメニット『TRICOLUM』。艶やかで日本らしい控えめな風合いを持ち、どこか不思議な光を放つ、他にはない特別な生地。ブランドネームは、フランス語で tricot(編む) + lumière(光) の造語。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25759/,,ok
北三,https://www.hoxan.co.jp/,https://www.hoxan.co.jp/contact,天然木を0.2mmにスライスした素材「ツキ板」をはじめ、無垢材やツキ板二次製品などを製造する天然木の総合メーカー。 天然木ツキ板を使用した内装材「サンフット」や家具用材料などに使用できる合板といった、多彩な製品を展示する。 自然素材ならではの質感と、確かな製造技術が生み出す新しい空間価値を体感できる。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25299/,,ok
双葉コーポレーション,https://www.futabakinzoku.co.jp/,https://www.futabakinzoku.co.jp/contact/,スライドレール、キャスターなど、住宅設備、オフィス家具、木製品、産業機器向け部品及びAV機器の付属部品並びにその他機構部品の製造販売。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24521/,双葉コーポレーション株式会社,ok
大栄建材,https://daieikenzai.com/,https://daieikenzai.com/inquiry/,「アルミニウムドア」「リノリウムドア」「隠し扉」「シンプルスリム枠」「オーバーハングドア」「スーパースクリーン建具」を展示する。 リアルな利用シーン、納まりの構造が分かるようなブースを展開。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25148/,,ok
大洋工芸,https://taiyokogei.co.jp/,https://taiyokogei.co.jp/form/,「NEXT POP-UP什器 PENGUIN UNIT-mini」 「売る」から「伝えて、売る」へ。 「ペンギンユニット-ミニ」には、次代のPOP-UPに必要な機能を持たせた。「遠くから何をしているか気が付く」「近寄ってもらうため」「商品の内容を正しく伝える」そして、それに加えて 「印象を良くする」ため。ただ売るだけではなく「伝えて、売る」什器。是非ご体感い,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25957/,株式会社大洋工芸,ok
富士工業販売,https://pro.fujioh.com/demold/,https://pro.fujioh.com/demold/contact/,あるみのもり- Demoldを“からだで感じる”森 - 「軽さと加工性」「質感と意匠性」「自然との親和性」。 これらの特徴を生かし、五感で素材を体感できる“森”をつくる。 目で見て、手で触れ、持ち上げ、質感を確かめるー身体を通して素材そのものを知っていただく場である。 木の実を摘むように、Demoldの欠片を自由に持ち帰れる仕掛けも用意。多様な表情を持つ、無,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25810/,富士工業販売株式会社,ok
小嶋織物,https://www.kojima-orimono.com/,http://www.kojima-orimono.com/contact/,【KYOTO IZUMI WALLCOVERING】【KYOTO IZUMI HANDCRAFTED】業界トップシェアを誇るメーカーが約百年築き上げた技術とデザインを詰め込んだ織物壁紙ファクトリーブランド。サスティナブルな自然素材で作られた織物壁紙の温かみ、高級感をリアルに触れて感じて欲しい。 店舗・ホテル等公共空間での需要が高い当製品は、防火認定取得。 デ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25265/,小嶋織物株式会社,ok
山下工芸,http://yamashita-kogei.com/,http://yamashita-kogei.com/contact.html,「自然で自然を支える」をテーマに、CO₂固定能を持つ竹の環境配慮型構造体を展示。実用新案「5µm(マイクロメートル)微粒竹炭塗料」が生む深みある黒マットな質感は、空間に上質な静寂をもたらすものである。天然素材の耐久性を高めて長寿命化を図り、「使い捨て」から「使い切る」循環型モデルへと転換。使用後は炭化し再資源化するリサイクルまで見据え、カーボンニュートラル社,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25784/,,ok
山久漆工,https://www.yamakyu-urushi.co.jp/,https://www.yamakyu-urushi.co.jp/contact/,山久漆工による新領域「YAMAKYU Art」を披露する。本作は月面をテーマに、作家の造形美と精密な3Dデータを融合。同一データによる高い再現性と、スケール変更にも柔軟に応える可変性を備えつつ、最終工程の漆塗りを手作業にすることで、一点ごとに異なる「再現不能な質感」を両立させた。北陸の伝統工芸と現代技術を再統合し、マテリアルの枠を超えて空間に新たな価値を付与,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25777/,山久漆工株式会社,ok
